id,organization_id,aid_type,language,description,status,created_at,updated_at
2828,859,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2827,465,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",active,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2824,690,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",active,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2822,192,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2820,989,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",active,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2810,991,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2801,249,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2800,294,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2799,273,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2797,866,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2789,3,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2788,527,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2775,127,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2769,604,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2767,600,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2764,255,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2763,485,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",active,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2760,491,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2759,555,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2757,867,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",active,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2748,753,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2745,265,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2742,830,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2740,954,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",active,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2737,414,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",active,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2732,998,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2728,653,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",active,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2726,305,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2725,454,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2722,770,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2717,996,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",active,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2714,944,other,None,"Shelter is a pressing concern in our community. Many individuals are experiencing housing instability and inadequate living conditions. Donations of tents, sleeping bags, and other shelter materials can provide a safe and secure environment for those in need. Your support will help ensure that everyone has a roof over their head and a place to call home.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2709,642,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2702,383,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2701,481,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2694,857,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2690,368,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",active,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2684,125,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2670,285,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",active,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2656,54,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2653,822,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",active,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2647,856,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2646,998,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2637,140,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2630,484,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2629,457,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",active,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2627,25,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2623,552,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2612,33,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2608,845,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2601,109,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2599,772,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2597,901,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",active,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2591,960,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2588,648,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2587,675,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2585,339,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2575,625,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2574,329,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",fulfilled,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2568,903,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",pending,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
2562,768,other,None,"Access to proper clothing is essential for individuals in our community, especially during changing weather conditions. We are seeking donations of clean and gently used clothing items, including winter coats, shoes, and everyday wear. Your contribution will help those in need stay warm and comfortable.",active,2023-10-15 20:34:33 UTC,2023-10-15 20:34:33 UTC
